id,referencia,marca,capacidad,ciudad,responsable
9341,ach02,kalley,110,caucacia,carlos
2337,ach01,rico,146,yolombo,carlos
7493,ach02,kalley,172,bello,carlos
8220,ach03,kalley,101,caucacia,jaime
7883,ach03,kalley,136,bello,carlos
3688,ach01,kalley,101,"medellin,",jairo
9370,ach01,rico,124,bello,rosa
7283,ach03,kalley,139,bolombolo,rosa
7891,ach03,sony,141,caucacia,rosa
8930,ach02,rico,119,"medellin,",luzma
5632,ach01,kalley,173,bello,jaime
5923,ach01,rico,159,bolombolo,carlos
4837,ach01,kalley,199,yolombo,luzma
8038,ach02,sony,108,caucacia,rosa
8229,ach03,kalley,105,caucacia,carlos
5153,ach03,rico,152,caucacia,rosa
1517,ach01,kalley,141,caucacia,jairo
3771,ach03,sony,169,bolombolo,luzma
8490,ach02,rico,155,bello,carlos
5738,ach01,sony,197,bolombolo,luzma
7065,ach01,rico,126,caucacia,jairo
743,ach01,kalley,156,bolombolo,jaime
3510,ach01,rico,175,bello,jairo
9013,ach01,rico,130,"medellin,",jairo
8400,ach02,sony,190,bello,carlos
7887,ach03,rico,196,yolombo,jaime
8823,ach03,kalley,157,caucacia,luzma
8423,ach03,rico,196,caucacia,luzma
2848,ach01,sony,129,"medellin,",rosa
3615,ach03,kalley,118,"medellin,",jaime
3102,ach02,sony,148,bolombolo,carlos
3557,ach03,kalley,166,bello,luzma
9112,ach03,kalley,121,caucacia,carlos
6526,ach01,rico,150,yolombo,jaime
1503,ach03,sony,167,"medellin,",jaime
7825,ach02,rico,113,caucacia,jaime
9318,ach01,rico,104,caucacia,jairo
9690,ach02,sony,189,"medellin,",rosa
9949,ach02,kalley,140,bello,jairo
5820,ach02,kalley,140,bolombolo,luzma
3946,ach01,sony,185,caucacia,jaime
7444,ach01,kalley,169,"medellin,",luzma
8272,ach03,kalley,161,bello,jairo
1790,ach01,kalley,161,yolombo,carlos
1678,ach02,sony,179,bolombolo,jaime
5519,ach01,sony,185,caucacia,jaime
339,ach02,sony,100,yolombo,jairo
6046,ach01,sony,176,"medellin,",jairo
5183,ach03,sony,164,bolombolo,jairo
5854,ach02,kalley,176,"medellin,",jairo
6494,ach02,sony,144,yolombo,luzma
6646,ach03,kalley,124,caucacia,jairo
2325,ach02,kalley,120,"medellin,",jaime
1485,ach02,rico,174,bolombolo,jairo
2108,ach01,sony,119,bolombolo,rosa
4821,ach03,kalley,125,yolombo,jairo
5171,ach01,rico,141,bello,rosa
8070,ach03,sony,185,bolombolo,luzma
5973,ach03,sony,107,bello,jairo
2970,ach02,sony,198,caucacia,jaime
4616,ach03,rico,127,bello,luzma
5594,ach02,kalley,107,yolombo,carlos
9239,ach02,kalley,116,bello,rosa
2297,ach03,rico,198,caucacia,carlos
4775,ach01,rico,169,bello,carlos
306,ach02,sony,130,yolombo,jaime
6192,ach02,sony,177,caucacia,jaime
3645,ach01,rico,192,yolombo,jairo
2113,ach03,rico,159,bello,jaime
8206,ach03,rico,149,yolombo,jaime
3326,ach02,rico,183,yolombo,rosa
1841,ach01,kalley,152,bolombolo,carlos
7681,ach01,sony,183,yolombo,jaime
9074,ach01,sony,135,bello,jaime
6877,ach03,rico,121,"medellin,",jairo
8570,ach03,rico,173,"medellin,",jairo
2656,ach03,sony,195,bello,luzma
3300,ach01,sony,110,"medellin,",luzma
2951,ach03,kalley,190,caucacia,jairo
5127,ach02,rico,172,"medellin,",carlos
9227,ach01,sony,109,caucacia,rosa
7166,ach02,rico,142,bolombolo,jaime
5638,ach03,sony,124,"medellin,",jairo
508,ach02,sony,189,caucacia,luzma
6479,ach03,sony,153,"medellin,",carlos
699,ach01,rico,116,"medellin,",luzma
8037,ach03,rico,107,"medellin,",luzma
7535,ach02,kalley,168,bello,jairo
4576,ach01,kalley,101,bello,luzma
5220,ach03,sony,172,caucacia,luzma
3848,ach01,kalley,143,"medellin,",luzma
5803,ach01,sony,157,"medellin,",rosa
9725,ach03,rico,139,"medellin,",carlos
5803,ach02,sony,137,caucacia,rosa
5445,ach01,sony,102,yolombo,carlos
2314,ach03,kalley,180,bello,luzma
8698,ach01,rico,132,yolombo,rosa
9547,ach03,rico,132,caucacia,carlos
3137,ach01,rico,181,"medellin,",jaime
2817,ach01,sony,111,"medellin,",jairo
7483,ach02,sony,139,yolombo,jaime
9811,ach02,kalley,120,bello,luzma
2662,ach02,sony,103,yolombo,jairo
7662,ach02,rico,200,bello,carlos
4083,ach02,kalley,132,yolombo,jairo
706,ach02,rico,191,bello,luzma
1568,ach03,kalley,165,"medellin,",jaime
9345,ach03,sony,173,caucacia,jairo
6727,ach02,sony,187,bolombolo,rosa
1718,ach03,sony,151,bolombolo,jaime
6393,ach02,kalley,156,bolombolo,jaime
8187,ach02,sony,174,bolombolo,jairo
2275,ach03,rico,113,bolombolo,luzma
2472,ach01,kalley,197,yolombo,rosa
544,ach01,kalley,171,bolombolo,luzma
4372,ach03,kalley,196,yolombo,luzma
8128,ach03,rico,138,"medellin,",luzma
7,ach03,sony,105,bolombolo,rosa
7071,ach03,rico,137,caucacia,luzma
538,ach03,rico,200,"medellin,",jairo
1569,ach02,kalley,132,bolombolo,rosa
2234,ach01,kalley,196,bolombolo,carlos
4126,ach02,sony,184,yolombo,rosa
4540,ach01,rico,112,bello,carlos
580,ach03,kalley,155,bello,rosa
3231,ach01,kalley,107,bolombolo,luzma
2196,ach02,sony,105,bello,rosa
2932,ach03,sony,161,bello,carlos
5699,ach01,sony,132,bello,carlos
6952,ach01,kalley,114,"medellin,",jaime
1176,ach02,kalley,143,bolombolo,luzma
638,ach03,kalley,104,yolombo,jaime
5226,ach02,kalley,126,yolombo,rosa
1101,ach03,sony,113,bolombolo,luzma
2316,ach02,rico,150,bolombolo,jairo
2108,ach01,rico,175,bolombolo,luzma
8326,ach02,sony,189,caucacia,luzma
7905,ach03,kalley,145,bello,rosa
7678,ach01,sony,100,yolombo,jaime
1950,ach02,sony,100,yolombo,luzma
1081,ach02,sony,125,bello,jairo
1809,ach01,sony,117,bello,rosa
7124,ach03,kalley,150,bolombolo,jairo
8587,ach02,sony,110,"medellin,",jaime
7401,ach03,sony,135,bello,carlos
7455,ach01,kalley,140,bolombolo,luzma
36,ach03,kalley,169,yolombo,jaime
2793,ach02,rico,173,bolombolo,rosa
2778,ach01,sony,180,bolombolo,jaime
9797,ach01,rico,117,caucacia,jairo
6460,ach01,sony,163,yolombo,jairo
1567,ach01,kalley,172,bello,jaime
8126,ach03,rico,191,bolombolo,jaime
7968,ach03,kalley,183,"medellin,",carlos
8405,ach01,rico,200,caucacia,jairo
3349,ach03,kalley,140,bello,rosa
2258,ach03,rico,196,bolombolo,luzma
407,ach03,sony,119,yolombo,jairo
9746,ach01,kalley,100,bello,carlos
1084,ach01,rico,180,bolombolo,rosa
904,ach01,sony,196,yolombo,luzma
8608,ach02,rico,176,"medellin,",jaime
956,ach01,rico,119,yolombo,luzma
315,ach02,sony,159,yolombo,jairo
7967,ach01,rico,131,yolombo,carlos
6699,ach01,sony,106,caucacia,jaime
2238,ach03,kalley,124,"medellin,",jaime
3039,ach03,sony,151,caucacia,jairo
7730,ach02,rico,198,"medellin,",jaime
9379,ach03,sony,166,yolombo,rosa
2921,ach02,sony,174,"medellin,",rosa
7376,ach03,sony,171,bolombolo,jairo
7935,ach02,sony,155,yolombo,carlos
6869,ach02,rico,157,bolombolo,jaime
1088,ach01,sony,129,bolombolo,luzma
5857,ach02,sony,165,"medellin,",jairo
990,ach02,rico,156,bolombolo,luzma
5888,ach03,rico,144,bello,luzma
5656,ach03,kalley,123,caucacia,carlos
2920,ach02,kalley,133,caucacia,jairo
6720,ach02,sony,158,"medellin,",jaime
3276,ach03,kalley,146,bello,rosa
3793,ach01,sony,103,"medellin,",carlos
6917,ach01,rico,140,bolombolo,carlos
8369,ach01,sony,187,bello,jaime
2931,ach01,kalley,168,caucacia,jaime
1385,ach01,rico,195,"medellin,",luzma
6091,ach03,rico,123,"medellin,",carlos
6610,ach03,rico,123,"medellin,",jairo
9340,ach02,sony,178,yolombo,carlos
4604,ach02,kalley,117,"medellin,",jairo
2438,ach03,sony,153,bello,luzma
7024,ach03,kalley,127,caucacia,luzma
6771,ach02,rico,157,"medellin,",jaime
8019,ach02,sony,105,yolombo,carlos
2212,ach02,sony,188,"medellin,",rosa
9085,ach03,sony,175,bolombolo,luzma
8579,ach02,rico,112,"medellin,",carlos
4786,ach02,rico,172,bolombolo,rosa
6564,ach02,sony,161,bello,jaime
3993,ach01,sony,110,caucacia,jairo
2671,ach03,sony,122,"medellin,",jaime
1112,ach01,rico,181,caucacia,rosa
564,ach02,kalley,126,yolombo,jairo
3370,ach02,sony,150,yolombo,jairo
7733,ach02,rico,118,"medellin,",luzma
3442,ach03,rico,197,bolombolo,jaime
3667,ach02,rico,192,yolombo,carlos
7646,ach02,rico,174,bello,luzma
5939,ach02,sony,110,yolombo,luzma
5717,ach02,kalley,147,bello,rosa
6997,ach03,kalley,113,bolombolo,luzma
7837,ach01,rico,144,yolombo,luzma
1882,ach02,sony,164,"medellin,",rosa
6640,ach01,rico,195,bello,rosa
601,ach03,sony,164,"medellin,",rosa
1295,ach01,rico,116,caucacia,luzma
3063,ach03,rico,197,caucacia,jaime
9636,ach01,kalley,140,caucacia,luzma
9523,ach01,kalley,159,"medellin,",jaime
6141,ach03,kalley,153,caucacia,rosa
3316,ach03,sony,156,caucacia,rosa
1674,ach03,sony,168,"medellin,",jaime
5456,ach01,sony,150,bolombolo,rosa
6049,ach01,kalley,160,bolombolo,jairo
3145,ach03,sony,149,"medellin,",luzma
9421,ach01,sony,135,bello,carlos
3649,ach02,sony,139,"medellin,",rosa
8751,ach01,rico,186,yolombo,jairo
418,ach03,sony,103,bolombolo,jairo
1196,ach01,rico,181,bello,rosa
4919,ach02,kalley,182,caucacia,jaime
7467,ach03,sony,170,"medellin,",carlos
8029,ach02,sony,113,bello,luzma
8950,ach03,kalley,169,yolombo,carlos
767,ach01,kalley,133,bello,jairo
582,ach02,sony,170,"medellin,",luzma
2227,ach01,sony,157,bello,jairo
9705,ach02,sony,161,"medellin,",jaime
4761,ach03,sony,177,yolombo,jairo
2364,ach01,kalley,191,"medellin,",carlos
629,ach02,kalley,127,"medellin,",jairo
730,ach03,rico,153,"medellin,",carlos
6074,ach02,kalley,161,bello,carlos
4207,ach01,kalley,176,bolombolo,jairo
8675,ach03,sony,148,yolombo,jairo
9005,ach02,rico,136,caucacia,jairo
7569,ach02,sony,195,caucacia,rosa
6101,ach03,kalley,148,caucacia,jaime
5689,ach03,kalley,101,yolombo,rosa
1785,ach01,rico,153,bello,luzma
4131,ach03,rico,198,"medellin,",jairo
3799,ach03,sony,197,bello,rosa
6384,ach02,sony,131,"medellin,",luzma
6544,ach03,kalley,158,bello,jairo
5652,ach02,sony,111,yolombo,luzma
2012,ach01,sony,105,bolombolo,jaime
735,ach02,rico,151,caucacia,luzma
7523,ach03,kalley,112,"medellin,",jairo
5812,ach01,kalley,185,bolombolo,jaime
5837,ach01,rico,130,yolombo,jairo
9179,ach02,sony,149,bello,jaime
9170,ach02,rico,191,bolombolo,rosa
7699,ach03,sony,119,caucacia,jaime
6399,ach03,rico,143,caucacia,jaime
8697,ach03,kalley,137,bello,jairo
2892,ach03,kalley,114,bolombolo,rosa
8859,ach02,rico,122,caucacia,jaime
2279,ach01,rico,145,bello,rosa
2625,ach03,kalley,108,caucacia,rosa
9149,ach02,kalley,180,bello,carlos
594,ach01,sony,166,caucacia,jairo
9308,ach02,rico,174,caucacia,carlos
703,ach02,sony,134,caucacia,jaime
9322,ach02,kalley,135,bello,luzma
5359,ach02,sony,137,caucacia,luzma
8853,ach03,kalley,198,"medellin,",jairo
6934,ach02,kalley,124,bello,jaime
25,ach03,rico,198,"medellin,",jaime
4308,ach02,sony,122,bolombolo,jaime
4772,ach03,rico,104,"medellin,",jairo
2358,ach03,kalley,163,yolombo,carlos
6992,ach03,rico,196,bello,jaime
2345,ach02,kalley,162,caucacia,rosa
6185,ach01,sony,158,"medellin,",jaime
5487,ach02,rico,120,bello,rosa
2041,ach02,kalley,177,caucacia,carlos
1716,ach01,kalley,108,bello,rosa
9667,ach03,sony,191,bello,rosa
84,ach01,sony,127,"medellin,",jairo
3718,ach01,kalley,131,"medellin,",jaime
4239,ach01,sony,144,"medellin,",carlos
9784,ach01,rico,126,yolombo,luzma
131,ach02,kalley,178,caucacia,jaime
4305,ach01,sony,102,yolombo,jairo
3641,ach03,kalley,141,"medellin,",jairo
5845,ach03,sony,173,bello,carlos
8944,ach03,rico,189,bolombolo,carlos
3189,ach03,rico,156,caucacia,carlos
1160,ach02,sony,112,yolombo,jairo
6926,ach03,sony,108,yolombo,carlos
185,ach01,kalley,195,"medellin,",carlos
3823,ach01,sony,167,bolombolo,jairo
5197,ach02,kalley,149,bello,luzma
6031,ach02,kalley,164,bello,rosa
3946,ach03,sony,142,caucacia,jairo
4812,ach02,sony,148,bello,carlos
8069,ach02,sony,124,bolombolo,rosa
5945,ach01,rico,104,caucacia,carlos
3816,ach02,kalley,116,"medellin,",rosa
7882,ach01,sony,140,yolombo,jairo
470,ach03,sony,166,bello,luzma
4824,ach01,rico,131,bolombolo,carlos
5552,ach01,rico,178,caucacia,rosa
5686,ach03,sony,110,bello,jairo
2683,ach01,kalley,102,bello,carlos
4611,ach03,kalley,109,bolombolo,jaime
9407,ach01,sony,197,bello,jaime
3322,ach02,rico,167,bolombolo,carlos
7937,ach01,kalley,100,bello,carlos
9558,ach03,sony,174,"medellin,",carlos
8851,ach03,kalley,101,"medellin,",jaime
7864,ach03,sony,167,bello,jaime
5689,ach03,sony,115,caucacia,jairo
1580,ach01,rico,148,bello,rosa
127,ach02,sony,101,bolombolo,luzma
5057,ach03,kalley,126,caucacia,jaime
6184,ach02,kalley,199,bolombolo,carlos
3601,ach01,rico,197,"medellin,",rosa
9529,ach01,rico,169,"medellin,",carlos
7524,ach03,rico,179,"medellin,",carlos
9903,ach01,kalley,168,caucacia,jaime
3891,ach03,rico,139,caucacia,rosa
5669,ach01,sony,138,"medellin,",jaime
3499,ach02,rico,151,bolombolo,rosa
2579,ach01,sony,187,yolombo,jaime
4006,ach01,rico,137,"medellin,",carlos
8324,ach03,kalley,107,bello,rosa
496,ach03,rico,169,"medellin,",luzma
9269,ach02,rico,197,bello,jairo
820,ach02,rico,178,"medellin,",jairo
6160,ach03,rico,144,yolombo,rosa
9184,ach03,kalley,145,yolombo,jaime
6105,ach03,rico,198,bello,luzma
2132,ach03,kalley,150,"medellin,",luzma
5484,ach01,rico,193,caucacia,jairo
5855,ach03,sony,120,bello,jaime
5074,ach01,kalley,137,yolombo,jaime
7634,ach02,sony,107,bello,carlos
4015,ach03,sony,118,bolombolo,jairo
8143,ach03,kalley,174,bello,rosa
7485,ach03,kalley,153,yolombo,luzma
9157,ach03,kalley,102,caucacia,carlos
504,ach03,sony,190,"medellin,",jaime
7999,ach02,kalley,145,bello,luzma
1255,ach03,rico,143,bolombolo,jairo
8442,ach03,kalley,133,caucacia,carlos
841,ach02,kalley,196,bolombolo,carlos
36,ach02,rico,103,caucacia,carlos
2783,ach02,sony,173,yolombo,jairo
39,ach01,rico,132,bello,carlos
8013,ach02,kalley,148,bello,rosa
4579,ach02,rico,158,"medellin,",carlos
2873,ach01,rico,144,bello,luzma
7707,ach03,kalley,196,bolombolo,luzma
9090,ach02,sony,140,bello,carlos
8510,ach03,rico,200,"medellin,",jaime
7565,ach01,rico,136,yolombo,rosa
6507,ach03,sony,186,bolombolo,jairo
9608,ach01,rico,146,yolombo,jaime
7481,ach01,rico,159,bello,luzma
5135,ach02,kalley,146,caucacia,rosa
292,ach02,rico,104,yolombo,jaime
1454,ach03,rico,173,bello,jaime
4899,ach01,sony,100,caucacia,jairo
765,ach01,rico,131,"medellin,",luzma
9797,ach02,rico,156,caucacia,luzma
1338,ach03,rico,106,bolombolo,jaime
3806,ach01,sony,142,yolombo,rosa
8973,ach03,kalley,190,yolombo,rosa
3496,ach03,sony,167,caucacia,rosa
9237,ach01,kalley,113,bello,rosa
2925,ach03,kalley,190,bello,carlos
1985,ach02,rico,162,caucacia,rosa
9956,ach01,rico,119,"medellin,",jairo
5459,ach03,rico,138,yolombo,jaime
9687,ach03,kalley,121,bello,luzma
5955,ach02,sony,136,yolombo,carlos
2913,ach01,sony,111,caucacia,carlos
7976,ach02,sony,117,caucacia,carlos
1283,ach01,sony,177,yolombo,jairo
4383,ach02,rico,109,"medellin,",rosa
958,ach02,sony,134,bolombolo,luzma
4529,ach01,kalley,195,bolombolo,jairo
6850,ach03,rico,138,yolombo,luzma
6216,ach03,kalley,134,bolombolo,carlos
9669,ach02,sony,116,bello,jaime
6320,ach03,rico,172,"medellin,",jairo
4969,ach03,rico,166,"medellin,",jaime
9378,ach01,kalley,116,caucacia,rosa
3267,ach03,rico,142,bolombolo,jairo
1393,ach02,kalley,167,yolombo,rosa
6529,ach03,kalley,121,"medellin,",luzma
1357,ach03,rico,150,bello,jaime
8040,ach02,kalley,137,yolombo,luzma
8955,ach03,sony,102,bolombolo,luzma
4068,ach02,kalley,179,bolombolo,jaime
6152,ach03,rico,175,bello,rosa
3483,ach02,sony,189,yolombo,jairo
4082,ach03,rico,140,"medellin,",luzma
6404,ach02,kalley,128,bolombolo,jaime
8012,ach02,rico,189,yolombo,jairo
1928,ach02,sony,109,bello,jairo
8458,ach01,rico,111,"medellin,",rosa
9186,ach01,rico,171,caucacia,jaime
3420,ach02,sony,162,yolombo,luzma
9673,ach03,rico,150,"medellin,",carlos
5334,ach03,rico,185,"medellin,",jairo
2196,ach01,sony,158,yolombo,jairo
2549,ach01,kalley,125,"medellin,",luzma
9356,ach03,rico,177,yolombo,jaime
3052,ach02,kalley,176,bolombolo,jaime
9687,ach02,sony,105,yolombo,jaime
9820,ach01,sony,125,caucacia,luzma
9991,ach03,rico,110,bello,carlos
470,ach01,kalley,191,bolombolo,jaime
8003,ach03,sony,111,bello,luzma
4143,ach03,rico,134,yolombo,carlos
7080,ach01,sony,128,bolombolo,rosa
6218,ach03,kalley,144,"medellin,",jairo
9057,ach01,sony,191,yolombo,carlos
1699,ach02,sony,139,yolombo,jairo
1305,ach03,kalley,163,"medellin,",jaime
6981,ach03,kalley,156,bello,rosa
1646,ach02,kalley,150,yolombo,rosa
9709,ach03,rico,194,bello,luzma
7262,ach03,kalley,145,"medellin,",jairo
1973,ach01,kalley,135,"medellin,",rosa
2323,ach01,rico,174,bolombolo,carlos
4201,ach02,rico,119,caucacia,rosa
584,ach03,sony,147,"medellin,",jaime
9942,ach03,rico,118,caucacia,luzma
1364,ach02,kalley,185,bolombolo,luzma
5634,ach02,rico,105,bolombolo,carlos
4791,ach03,rico,167,"medellin,",luzma
8695,ach03,kalley,178,bolombolo,jaime
998,ach02,sony,173,"medellin,",jaime
4106,ach01,rico,153,yolombo,jairo
3293,ach02,rico,156,"medellin,",rosa
2474,ach02,rico,162,"medellin,",jairo
8037,ach02,sony,122,yolombo,rosa
3682,ach03,sony,119,bolombolo,rosa
3125,ach01,rico,106,"medellin,",jairo
5780,ach02,sony,114,bello,carlos
1240,ach02,sony,170,bolombolo,carlos
7098,ach03,kalley,164,yolombo,carlos
5454,ach01,rico,144,"medellin,",jairo
5245,ach01,kalley,142,bello,rosa
952,ach01,sony,159,yolombo,jairo
4578,ach03,sony,100,yolombo,jaime
940,ach02,kalley,156,bello,jaime
4579,ach02,rico,116,"medellin,",jairo
5570,ach03,sony,152,yolombo,jaime
7759,ach01,sony,103,yolombo,jaime
1084,ach02,rico,163,"medellin,",carlos
1082,ach01,rico,198,"medellin,",carlos
8481,ach02,sony,125,bello,jaime
5935,ach03,rico,123,"medellin,",jairo
9028,ach03,sony,100,bolombolo,jaime
6272,ach03,kalley,181,bello,rosa
499,ach02,sony,104,bolombolo,rosa
9262,ach01,kalley,185,bolombolo,carlos
8395,ach03,kalley,173,bolombolo,rosa
822,ach03,rico,155,bolombolo,rosa
7232,ach03,kalley,141,yolombo,jairo
3899,ach02,kalley,124,yolombo,luzma
4434,ach02,sony,185,bolombolo,jairo
36,ach02,sony,179,caucacia,rosa
7676,ach03,sony,115,bolombolo,carlos
9037,ach03,kalley,151,yolombo,luzma
8386,ach01,kalley,196,yolombo,rosa
7619,ach02,sony,198,bello,luzma
4591,ach03,sony,189,yolombo,rosa
8537,ach02,sony,168,yolombo,carlos
5101,ach02,rico,116,bolombolo,jaime
6464,ach02,sony,104,bolombolo,rosa
8310,ach01,kalley,174,bolombolo,carlos
6605,ach02,kalley,199,caucacia,rosa
4541,ach01,kalley,108,"medellin,",jaime
9859,ach02,kalley,122,bolombolo,jairo
6683,ach03,kalley,187,bello,rosa
7769,ach01,sony,149,bolombolo,carlos
8753,ach03,rico,112,"medellin,",carlos
1731,ach03,sony,178,bello,rosa
4613,ach01,sony,165,yolombo,jairo
3126,ach02,rico,190,caucacia,jaime
5693,ach02,kalley,170,yolombo,carlos
4866,ach03,kalley,159,bolombolo,jaime
7003,ach01,rico,196,bello,luzma
1572,ach02,kalley,173,bello,jaime
4116,ach02,sony,104,bolombolo,jairo
2672,ach02,rico,176,yolombo,rosa
1372,ach02,sony,195,bello,rosa
585,ach01,kalley,140,"medellin,",luzma
2694,ach02,sony,138,bello,carlos
1532,ach01,sony,124,bello,jairo
5063,ach03,kalley,116,"medellin,",rosa
7089,ach03,kalley,158,bolombolo,rosa
5734,ach03,sony,128,"medellin,",jairo
7963,ach02,sony,161,bolombolo,carlos
8329,ach03,rico,148,bello,carlos
6129,ach01,sony,197,"medellin,",rosa
2144,ach02,rico,173,bello,luzma
3634,ach01,kalley,152,bello,jairo
1983,ach03,sony,122,"medellin,",luzma
7511,ach01,rico,105,caucacia,jaime
7114,ach03,kalley,193,caucacia,luzma
428,ach02,sony,102,bello,jairo
5199,ach03,rico,140,bolombolo,rosa
472,ach02,sony,177,bolombolo,luzma
3374,ach01,sony,108,yolombo,carlos
9724,ach03,kalley,116,caucacia,rosa
228,ach03,kalley,192,bolombolo,luzma
1881,ach02,sony,151,bolombolo,carlos
5235,ach01,kalley,133,"medellin,",jairo
9347,ach02,kalley,103,yolombo,jaime
8556,ach03,sony,170,"medellin,",jairo
8560,ach01,kalley,166,caucacia,jairo
4420,ach02,kalley,191,bello,rosa
6607,ach01,sony,144,caucacia,rosa
3361,ach02,kalley,180,bello,rosa
8069,ach03,kalley,185,yolombo,jairo
1172,ach01,kalley,151,bello,luzma
7038,ach02,kalley,123,bello,jairo
147,ach02,rico,187,yolombo,jairo
2334,ach03,sony,126,caucacia,carlos
6418,ach02,sony,192,bolombolo,rosa
2265,ach02,rico,199,bolombolo,jaime
9564,ach02,sony,175,caucacia,carlos
8068,ach01,sony,138,"medellin,",rosa
9657,ach03,kalley,133,bello,luzma
3630,ach03,rico,157,bello,jaime
7863,ach01,rico,175,"medellin,",carlos
3595,ach03,sony,179,"medellin,",rosa
1132,ach01,rico,103,"medellin,",jairo
4244,ach02,rico,115,bello,rosa
9882,ach03,sony,131,bolombolo,jairo
5115,ach01,sony,130,bello,rosa
9376,ach02,rico,178,bello,jaime
7249,ach02,rico,193,"medellin,",carlos
8816,ach03,kalley,173,bolombolo,luzma
8306,ach02,sony,160,bello,carlos
2793,ach01,kalley,113,bolombolo,carlos
1524,ach01,kalley,127,"medellin,",jairo
1469,ach02,sony,104,bolombolo,rosa
9246,ach02,kalley,171,bolombolo,luzma
652,ach02,rico,161,bello,jaime
2947,ach01,kalley,140,yolombo,jairo
3564,ach01,rico,169,bolombolo,jairo
6964,ach03,kalley,110,bello,luzma
5793,ach03,sony,165,"medellin,",jaime
903,ach03,sony,187,bolombolo,luzma
7479,ach03,kalley,134,"medellin,",jairo
6559,ach02,sony,190,caucacia,carlos
4401,ach01,kalley,156,"medellin,",jaime
8321,ach03,kalley,167,"medellin,",jaime
8691,ach01,kalley,155,"medellin,",jaime
3270,ach01,sony,187,bello,jaime
9247,ach01,sony,123,"medellin,",jaime
9783,ach03,rico,117,bolombolo,carlos
5187,ach01,sony,138,"medellin,",rosa
2169,ach03,rico,119,yolombo,jairo
2312,ach03,sony,139,yolombo,carlos
4001,ach03,sony,110,bolombolo,jaime
2996,ach03,rico,130,caucacia,carlos
7196,ach01,kalley,167,caucacia,rosa
138,ach01,rico,153,bolombolo,carlos
480,ach02,rico,107,"medellin,",luzma
2285,ach02,sony,108,yolombo,luzma
1611,ach02,sony,198,bello,carlos
8345,ach03,sony,120,bolombolo,rosa
4647,ach02,kalley,127,bello,jaime
2609,ach03,rico,136,bolombolo,rosa
6487,ach03,rico,121,caucacia,jaime
9643,ach03,kalley,187,bello,jaime
4512,ach01,kalley,186,bello,jaime
6633,ach03,rico,162,yolombo,carlos
2431,ach03,kalley,114,caucacia,luzma
5612,ach02,rico,120,bello,jaime
6787,ach02,rico,143,caucacia,rosa
8002,ach03,kalley,180,bello,luzma
6563,ach03,rico,108,"medellin,",carlos
2052,ach03,sony,167,caucacia,carlos
6392,ach01,rico,182,caucacia,luzma
3985,ach01,sony,105,bolombolo,jaime
7040,ach03,kalley,147,caucacia,carlos
6976,ach02,kalley,197,caucacia,carlos
8821,ach01,kalley,171,bello,carlos
6585,ach03,sony,168,"medellin,",jairo
9961,ach02,rico,149,"medellin,",jairo
3021,ach03,kalley,188,bolombolo,rosa
6392,ach01,rico,161,caucacia,luzma
7102,ach02,kalley,100,caucacia,jaime
4729,ach01,rico,190,"medellin,",carlos
131,ach03,kalley,170,bello,rosa
5306,ach02,kalley,182,"medellin,",luzma
3004,ach03,kalley,191,yolombo,luzma
7099,ach01,sony,175,"medellin,",rosa
1961,ach01,rico,149,caucacia,luzma
8694,ach02,sony,150,yolombo,carlos
1616,ach02,kalley,133,yolombo,jairo
8488,ach03,sony,168,yolombo,carlos
1927,ach02,sony,180,bello,rosa
1067,ach02,rico,132,bolombolo,jaime
5373,ach03,sony,101,"medellin,",carlos
9988,ach03,sony,154,bello,jairo
7042,ach02,rico,168,bello,luzma
965,ach02,rico,147,caucacia,rosa
429,ach02,kalley,105,caucacia,carlos
8415,ach03,rico,135,yolombo,jairo
8916,ach01,sony,168,"medellin,",luzma
2950,ach01,sony,178,bello,jairo
6479,ach01,kalley,145,bello,jairo
15,ach03,sony,116,bolombolo,jaime
4338,ach03,rico,174,caucacia,luzma
831,ach01,rico,165,"medellin,",carlos
9378,ach01,rico,129,caucacia,carlos
8626,ach02,sony,161,caucacia,rosa
2907,ach01,kalley,157,"medellin,",jairo
1483,ach03,kalley,181,bolombolo,jaime
1300,ach03,sony,156,caucacia,luzma
1416,ach02,kalley,184,bello,carlos
7247,ach03,rico,141,bolombolo,jaime
1324,ach02,kalley,181,bello,jaime
2668,ach02,sony,159,bello,carlos
4215,ach03,rico,107,"medellin,",rosa
4337,ach03,kalley,121,"medellin,",carlos
2303,ach01,rico,164,bello,luzma
8379,ach03,kalley,191,bolombolo,luzma
4321,ach02,kalley,133,bolombolo,carlos
3473,ach03,kalley,171,yolombo,carlos
3947,ach02,rico,109,bolombolo,jairo
3089,ach03,kalley,149,bolombolo,rosa
4274,ach01,sony,134,bolombolo,jairo
1086,ach02,kalley,143,caucacia,jairo
8254,ach03,sony,132,bello,carlos
8743,ach01,sony,131,yolombo,carlos
2759,ach01,rico,138,bolombolo,jaime
4641,ach01,rico,198,bolombolo,jairo
9864,ach02,kalley,134,yolombo,jairo
9833,ach03,sony,145,caucacia,jairo
5782,ach03,rico,128,caucacia,jairo
3868,ach02,kalley,186,yolombo,jairo
9169,ach03,kalley,103,caucacia,jairo
4642,ach03,sony,138,yolombo,rosa
9075,ach02,sony,126,caucacia,jaime
9029,ach01,kalley,108,caucacia,rosa
9311,ach03,rico,104,bolombolo,luzma
